accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,auc,benign_precision,benign_recall,benign_f1,malignant_precision,malignant_recall,malignant_f1,normal_precision,normal_recall,normal_f1,run_id,model,experiment,train_ratio,train_ratio_percent,shots_per_class,seed,n_train_samples,best_c,best_val_score,best_val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_auc,k
0.3684210526315789,0.42691007437457745,0.3194437996911374,0.36134219884061675,0.38056835637480796,0.42691007437457745,0.5948121171143484,0.6774193548387096,0.4117647058823529,0.5121951219512195,0.25,0.06896551724137931,0.10810810810810811,0.21428571428571427,0.8,0.3380281690140845,openai_clip_vit_b16__linear_probe__shots2__seed1,openai_clip_vit_b16,fewshot_linear_probe,,,2,1,6,10000.0,0.5166666666666667,0.5166666666666667,0.3684210526315789,0.42691007437457745,0.3194437996911374,0.36134219884061675,0.5948121171143484,2
0.28421052631578947,0.2961911201262114,0.248193315266486,0.30030666096134645,0.3297221548494893,0.2961911201262114,0.46234326018808786,0.5806451612903226,0.35294117647058826,0.43902439024390244,0.2857142857142857,0.06896551724137931,0.1111111111111111,0.12280701754385964,0.4666666666666667,0.19444444444444445,openai_clip_vit_b16__linear_probe__shots2__seed2,openai_clip_vit_b16,fewshot_linear_probe,,,2,2,6,1000000.0,0.323511800224129,0.323511800224129,0.28421052631578947,0.2961911201262114,0.248193315266486,0.30030666096134645,0.46234326018808786,2
0.4105263157894737,0.40518368266846966,0.380603329435365,0.4175786861695181,0.3749315818281336,0.40518368266846966,0.5496100969123282,0.6190476190476191,0.5098039215686274,0.5591397849462365,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.3333333333333333,0.5333333333333333,0.41025641025641024,openai_clip_vit_b16__linear_probe__shots2__seed3,openai_clip_vit_b16,fewshot_linear_probe,,,2,3,6,1e-06,0.25985634757564585,0.25985634757564585,0.4105263157894737,0.40518368266846966,0.380603329435365,0.4175786861695181,0.5496100969123282,2
0.42105263157894735,0.40757268424611226,0.32974586766852787,0.3894997940707675,0.3265664160401002,0.40757268424611226,0.5639921015428115,0.6,0.5882352941176471,0.594059405940594,0.14285714285714285,0.034482758620689655,0.05555555555555555,0.23684210526315788,0.6,0.33962264150943394,openai_clip_vit_b16__linear_probe__shots2__seed4,openai_clip_vit_b16,fewshot_linear_probe,,,2,4,6,10000.0,0.42157414043405556,0.42157414043405556,0.42105263157894735,0.40757268424611226,0.32974586766852787,0.3894997940707675,0.5639921015428115,2
0.29473684210526313,0.39026369168357,0.2971102971102971,0.28000771158665894,0.3165123456790123,0.39026369168357,0.5663981600999856,0.37037037037037035,0.19607843137254902,0.2564102564102564,0.35,0.2413793103448276,0.2857142857142857,0.22916666666666666,0.7333333333333333,0.3492063492063492,openai_clip_vit_b16__linear_probe__shots2__seed5,openai_clip_vit_b16,fewshot_linear_probe,,,2,5,6,1.0,0.44669125777317803,0.44669125777317803,0.29473684210526313,0.39026369168357,0.2971102971102971,0.28000771158665894,0.5663981600999856,2
0.35789473684210527,0.4046878521523552,0.3111111111111111,0.35157894736842105,0.344622697563874,0.4046878521523552,0.6103976888561068,0.6363636363636364,0.4117647058823529,0.5,0.18181818181818182,0.06896551724137931,0.1,0.21568627450980393,0.7333333333333333,0.3333333333333333,openai_clip_vit_b16__linear_probe__shots2__seed6,openai_clip_vit_b16,fewshot_linear_probe,,,2,6,6,100000.0,0.4793423630632933,0.4793423630632933,0.35789473684210527,0.4046878521523552,0.3111111111111111,0.35157894736842105,0.6103976888561068,2
0.5052631578947369,0.4276763578994817,0.39565243074015005,0.48510590671255494,0.4393358876117497,0.4276763578994817,0.623596051795849,0.6666666666666666,0.7450980392156863,0.7037037037037037,0.4444444444444444,0.13793103448275862,0.21052631578947367,0.20689655172413793,0.4,0.2727272727272727,openai_clip_vit_b16__linear_probe__shots2__seed7,openai_clip_vit_b16,fewshot_linear_probe,,,2,7,6,100000.0,0.3664826375106749,0.3664826375106749,0.5052631578947369,0.4276763578994817,0.39565243074015005,0.48510590671255494,0.623596051795849,2
0.45263157894736844,0.39833220644579675,0.3954643155674083,0.4639936774228689,0.3993070804665008,0.39833220644579675,0.5975573688200463,0.6086956521739131,0.5490196078431373,0.5773195876288659,0.4074074074074074,0.3793103448275862,0.39285714285714285,0.18181818181818182,0.26666666666666666,0.21621621621621623,openai_clip_vit_b16__linear_probe__shots2__seed8,openai_clip_vit_b16,fewshot_linear_probe,,,2,8,6,100000.0,0.5423719958202716,0.5423719958202716,0.45263157894736844,0.39833220644579675,0.3954643155674083,0.4639936774228689,0.5975573688200463,2
0.4631578947368421,0.5353166553977914,0.4597341146556877,0.46589110496936437,0.4735964912280702,0.5353166553977914,0.6504504989038457,0.625,0.39215686274509803,0.4819277108433735,0.48,0.41379310344827586,0.4444444444444444,0.3157894736842105,0.8,0.4528301886792453,openai_clip_vit_b16__linear_probe__shots2__seed9,openai_clip_vit_b16,fewshot_linear_probe,,,2,9,6,0.1,0.397627343620375,0.397627343620375,0.4631578947368421,0.5353166553977914,0.4597341146556877,0.46589110496936437,0.6504504989038457,2
0.4105263157894737,0.4539553752535497,0.39905320572193065,0.4077593799255781,0.455357624831309,0.4539553752535497,0.6726645255803471,0.7368421052631579,0.27450980392156865,0.4,0.36,0.6206896551724138,0.45569620253164556,0.2692307692307692,0.4666666666666667,0.34146341463414637,openai_clip_vit_b16__linear_probe__shots2__seed10,openai_clip_vit_b16,fewshot_linear_probe,,,2,10,6,10.0,0.44639376218323584,0.44639376218323584,0.4105263157894737,0.4539553752535497,0.39905320572193065,0.4077593799255781,0.6726645255803471,2
0.5578947368421052,0.5413116970926302,0.5205441139079583,0.5707230318358826,0.5185121837193126,0.5413116970926302,0.6946649046243366,0.7560975609756098,0.6078431372549019,0.6739130434782609,0.45161290322580644,0.4827586206896552,0.4666666666666667,0.34782608695652173,0.5333333333333333,0.42105263157894735,openai_clip_vit_b16__linear_probe__shots4__seed1,openai_clip_vit_b16,fewshot_linear_probe,,,4,1,12,10.0,0.6465201465201464,0.6465201465201464,0.5578947368421052,0.5413116970926302,0.5205441139079583,0.5707230318358826,0.6946649046243366,4
